issue_no,actor,event,event_id,created_at
5466,Lynx1820,mentioned,3937018845,2020-10-29 15:39:53
5465,Lynx1820,subscribed,3936505575,2020-10-29 14:03:32
5465,Lynx1820,mentioned,3936505567,2020-10-29 14:03:32
5020,dcostea,subscribed,3934310713,2020-10-29 03:48:11
5020,dcostea,mentioned,3934310708,2020-10-29 03:48:11
4634,frank-dong-ms,unassigned,3933830298,2020-10-28 23:42:54
4634,antoniovs1029,assigned,3933830061,2020-10-28 23:42:48
5458,Lynx1820,unlabeled,3933827113,2020-10-28 23:41:16
5459,iluveu28,subscribed,3933815395,2020-10-28 23:35:27
5459,iluveu28,mentioned,3933815394,2020-10-28 23:35:27
5459,antoniovs1029,labeled,3933697390,2020-10-28 22:44:56
5459,antoniovs1029,unlabeled,3933697388,2020-10-28 22:44:56
5459,antoniovs1029,labeled,3933696630,2020-10-28 22:44:37
5459,antoniovs1029,unlabeled,3933696628,2020-10-28 22:44:37
5459,antoniovs1029,assigned,3933695921,2020-10-28 22:44:19
5459,antoniovs1029,renamed,3933695684,2020-10-28 22:44:13
5466,Lynx1820,assigned,3933499775,2020-10-28 21:34:56
5465,pavel-rev,subscribed,3933484133,2020-10-28 21:30:10
5465,pavel-rev,mentioned,3933484130,2020-10-28 21:30:10
5465,Lynx1820,assigned,3933467344,2020-10-28 21:25:06
5465,Lynx1820,labeled,3933427752,2020-10-28 21:13:41
5465,Lynx1820,labeled,3933307680,2020-10-28 20:41:31
5463,Lynx1820,assigned,3932269855,2020-10-28 16:37:51
5447,antoniovs1029,labeled,3929064242,2020-10-28 02:32:43
5447,mstfbl,labeled,3928826161,2020-10-28 00:35:31
5447,gharibkhani,subscribed,3928825955,2020-10-28 00:35:25
5447,gharibkhani,mentioned,3928825949,2020-10-28 00:35:25
5438,Lynx1820,labeled,3928707064,2020-10-27 23:39:53
5458,Lynx1820,labeled,3928704668,2020-10-27 23:38:44
3995,harishsk,moved_columns_in_project,3928490463,2020-10-27 22:22:30
3995,harishsk,closed,3928490438,2020-10-27 22:22:30
5458,karanjakhar,subscribed,3928077792,2020-10-27 20:44:33
5458,karanjakhar,mentioned,3928077789,2020-10-27 20:44:33
5458,Lynx1820,unlabeled,3927666046,2020-10-27 19:05:31
5459,Lynx1820,labeled,3927080590,2020-10-27 16:59:41
5459,Lynx1820,labeled,3927080589,2020-10-27 16:59:41
5449,mstfbl,subscribed,3925636975,2020-10-27 12:26:14
5449,mstfbl,mentioned,3925636972,2020-10-27 12:26:14
4634,justinormont,connected,3924822018,2020-10-27 09:21:19
5320,justinormont,connected,3924730167,2020-10-27 09:01:04
4906,justinormont,connected,3924719346,2020-10-27 08:58:49
5428,justinormont,connected,3924706893,2020-10-27 08:56:08
5449,mstfbl,subscribed,3924633585,2020-10-27 08:38:55
5449,mstfbl,mentioned,3924633577,2020-10-27 08:38:55
5446,mstfbl,subscribed,3923678517,2020-10-27 02:55:18
5446,mstfbl,mentioned,3923678514,2020-10-27 02:55:18
5428,patricia-ikosoft,subscribed,3923521363,2020-10-27 01:40:51
5428,patricia-ikosoft,mentioned,3923521362,2020-10-27 01:40:51
5446,mstfbl,labeled,3923410191,2020-10-27 00:47:09
5446,mstfbl,unlabeled,3923410190,2020-10-27 00:47:09
5446,bsambrone,subscribed,3923409674,2020-10-27 00:46:56
5446,bsambrone,mentioned,3923409672,2020-10-27 00:46:56
5446,mstfbl,closed,3923409668,2020-10-27 00:46:56
5456,Lynx1820,labeled,3923299417,2020-10-26 23:57:06
5446,mstfbl,subscribed,3923275800,2020-10-26 23:48:23
5446,mstfbl,mentioned,3923275794,2020-10-26 23:48:23
5458,Lynx1820,labeled,3923210589,2020-10-26 23:22:36
5458,mstfbl,labeled,3923041188,2020-10-26 22:15:54
5405,mstfbl,unlabeled,3923008233,2020-10-26 22:03:51
5427,mstfbl,labeled,3923006962,2020-10-26 22:03:24
5458,karanjakhar,subscribed,3923005874,2020-10-26 22:03:03
5458,karanjakhar,mentioned,3923005868,2020-10-26 22:03:02
5458,Lynx1820,assigned,3922999519,2020-10-26 22:00:50
5456,Lynx1820,assigned,3922426854,2020-10-26 19:21:38
5452,mstfbl,labeled,3919618310,2020-10-26 09:05:48
5447,mstfbl,labeled,3919614420,2020-10-26 09:04:52
5447,mstfbl,unlabeled,3919614418,2020-10-26 09:04:52
5456,natke,subscribed,3916680234,2020-10-24 11:50:41
5456,natke,mentioned,3916680233,2020-10-24 11:50:41
5336,frank-dong-ms,labeled,3915970078,2020-10-23 22:38:48
5336,rs22,subscribed,3915969328,2020-10-23 22:38:22
5336,rs22,mentioned,3915969326,2020-10-23 22:38:22
5428,patricia-ikosoft,subscribed,3915927569,2020-10-23 22:16:21
5428,patricia-ikosoft,mentioned,3915927566,2020-10-23 22:16:20
5449,Gaopeng-Bai,subscribed,3915641075,2020-10-23 20:26:42
5449,Gaopeng-Bai,mentioned,3915641073,2020-10-23 20:26:42
5449,mstfbl,closed,3915641069,2020-10-23 20:26:42
5452,Lynx1820,unlabeled,3915147587,2020-10-23 18:16:47
5320,Lynx1820,assigned,3914938582,2020-10-23 17:19:36
4034,Lynx1820,assigned,3914912093,2020-10-23 17:11:57
5432,harishsk,subscribed,3913916144,2020-10-23 13:21:28
5432,harishsk,mentioned,3913916141,2020-10-23 13:21:28
