issue_no,actor,event,event_id,created_at
16429,ajcvickers,milestoned,4040160399,2020-11-25 23:22:22
16429,ajcvickers,demilestoned,4040160397,2020-11-25 23:22:22
14590,AndriySvyryd,unassigned,4040148899,2020-11-25 23:15:49
14590,ajcvickers,labeled,4040148796,2020-11-25 23:15:45
14590,ajcvickers,unlabeled,4040148795,2020-11-25 23:15:45
14590,ajcvickers,milestoned,4040148497,2020-11-25 23:15:35
14590,ajcvickers,demilestoned,4040148496,2020-11-25 23:15:35
14590,ajcvickers,closed,4040147676,2020-11-25 23:15:09
23478,Saibamen,subscribed,4040125520,2020-11-25 23:03:20
23478,Saibamen,mentioned,4040125518,2020-11-25 23:03:20
23479,smitpatel,subscribed,4040084721,2020-11-25 22:43:35
23479,smitpatel,mentioned,4040084716,2020-11-25 22:43:35
23405,smitpatel,labeled,4040068148,2020-11-25 22:35:46
23405,smitpatel,referenced,4040063471,2020-11-25 22:33:29
22894,ajcvickers,labeled,4040059233,2020-11-25 22:31:26
23349,ajcvickers,milestoned,4040056145,2020-11-25 22:30:03
23349,ajcvickers,demilestoned,4040056143,2020-11-25 22:30:03
23205,ajcvickers,milestoned,4040056114,2020-11-25 22:30:03
23205,ajcvickers,demilestoned,4040056113,2020-11-25 22:30:03
22978,ajcvickers,milestoned,4040056096,2020-11-25 22:30:02
22978,ajcvickers,demilestoned,4040056093,2020-11-25 22:30:02
22529,ajcvickers,milestoned,4040056072,2020-11-25 22:30:02
22529,ajcvickers,demilestoned,4040056071,2020-11-25 22:30:02
22508,ajcvickers,milestoned,4040056056,2020-11-25 22:30:01
22508,ajcvickers,demilestoned,4040056055,2020-11-25 22:30:01
22410,ajcvickers,milestoned,4040056046,2020-11-25 22:30:01
22410,ajcvickers,demilestoned,4040056044,2020-11-25 22:30:01
22230,ajcvickers,milestoned,4040056037,2020-11-25 22:30:01
22230,ajcvickers,demilestoned,4040056035,2020-11-25 22:30:01
22165,ajcvickers,milestoned,4040056022,2020-11-25 22:30:01
22165,ajcvickers,demilestoned,4040056021,2020-11-25 22:30:01
22076,ajcvickers,milestoned,4040056011,2020-11-25 22:30:00
22076,ajcvickers,demilestoned,4040056010,2020-11-25 22:30:00
21836,ajcvickers,milestoned,4040056001,2020-11-25 22:30:00
21836,ajcvickers,demilestoned,4040055999,2020-11-25 22:30:00
21541,ajcvickers,milestoned,4040055985,2020-11-25 22:30:00
21541,ajcvickers,demilestoned,4040055984,2020-11-25 22:30:00
21424,ajcvickers,milestoned,4040055973,2020-11-25 22:29:59
21424,ajcvickers,demilestoned,4040055970,2020-11-25 22:29:59
21402,ajcvickers,milestoned,4040055951,2020-11-25 22:29:59
21402,ajcvickers,demilestoned,4040055949,2020-11-25 22:29:59
21393,ajcvickers,milestoned,4040055943,2020-11-25 22:29:59
21393,ajcvickers,demilestoned,4040055942,2020-11-25 22:29:59
20951,ajcvickers,milestoned,4040055933,2020-11-25 22:29:58
20951,ajcvickers,demilestoned,4040055932,2020-11-25 22:29:58
18962,ajcvickers,milestoned,4040055925,2020-11-25 22:29:58
18962,ajcvickers,demilestoned,4040055923,2020-11-25 22:29:58
18748,ajcvickers,milestoned,4040055913,2020-11-25 22:29:58
18748,ajcvickers,demilestoned,4040055912,2020-11-25 22:29:57
18580,ajcvickers,milestoned,4040055900,2020-11-25 22:29:57
18580,ajcvickers,demilestoned,4040055898,2020-11-25 22:29:57
18389,ajcvickers,milestoned,4040055889,2020-11-25 22:29:57
18389,ajcvickers,demilestoned,4040055888,2020-11-25 22:29:57
18191,ajcvickers,milestoned,4040055875,2020-11-25 22:29:57
18191,ajcvickers,demilestoned,4040055874,2020-11-25 22:29:57
17775,ajcvickers,milestoned,4040055863,2020-11-25 22:29:56
17775,ajcvickers,demilestoned,4040055861,2020-11-25 22:29:56
17735,ajcvickers,milestoned,4040055852,2020-11-25 22:29:56
17735,ajcvickers,demilestoned,4040055851,2020-11-25 22:29:56
17574,ajcvickers,milestoned,4040055828,2020-11-25 22:29:56
17574,ajcvickers,demilestoned,4040055827,2020-11-25 22:29:56
17571,ajcvickers,milestoned,4040055819,2020-11-25 22:29:55
17571,ajcvickers,demilestoned,4040055818,2020-11-25 22:29:55
17564,ajcvickers,milestoned,4040055805,2020-11-25 22:29:55
17564,ajcvickers,demilestoned,4040055804,2020-11-25 22:29:55
22076,ajcvickers,labeled,4040054962,2020-11-25 22:29:31
22076,ajcvickers,labeled,4040054667,2020-11-25 22:29:23
17386,ajcvickers,milestoned,4040052252,2020-11-25 22:28:14
17386,ajcvickers,demilestoned,4040052250,2020-11-25 22:28:14
16988,ajcvickers,milestoned,4040052238,2020-11-25 22:28:14
16988,ajcvickers,demilestoned,4040052235,2020-11-25 22:28:14
15302,ajcvickers,milestoned,4040052223,2020-11-25 22:28:14
15302,ajcvickers,demilestoned,4040052222,2020-11-25 22:28:14
14773,ajcvickers,milestoned,4040052206,2020-11-25 22:28:13
14773,ajcvickers,demilestoned,4040052204,2020-11-25 22:28:13
13977,ajcvickers,milestoned,4040052191,2020-11-25 22:28:13
13977,ajcvickers,demilestoned,4040052189,2020-11-25 22:28:13
13712,ajcvickers,milestoned,4040052165,2020-11-25 22:28:12
13712,ajcvickers,demilestoned,4040052164,2020-11-25 22:28:12
13550,ajcvickers,milestoned,4040052152,2020-11-25 22:28:12
13550,ajcvickers,demilestoned,4040052151,2020-11-25 22:28:12
11415,ajcvickers,milestoned,4040052143,2020-11-25 22:28:12
11415,ajcvickers,demilestoned,4040052142,2020-11-25 22:28:12
17563,ajcvickers,milestoned,4040051649,2020-11-25 22:27:57
17563,ajcvickers,demilestoned,4040051648,2020-11-25 22:27:57
17503,ajcvickers,milestoned,4040050954,2020-11-25 22:27:40
17503,ajcvickers,demilestoned,4040050952,2020-11-25 22:27:40
16454,ajcvickers,milestoned,4040049761,2020-11-25 22:27:04
16454,ajcvickers,demilestoned,4040049760,2020-11-25 22:27:04
14585,ajcvickers,demilestoned,4040048930,2020-11-25 22:26:42
13216,ajcvickers,milestoned,4040048112,2020-11-25 22:26:20
13216,ajcvickers,demilestoned,4040048111,2020-11-25 22:26:20
12717,ajcvickers,milestoned,4040047821,2020-11-25 22:26:13
12717,ajcvickers,demilestoned,4040047820,2020-11-25 22:26:13
12597,ajcvickers,milestoned,4040047318,2020-11-25 22:26:01
12597,ajcvickers,demilestoned,4040047316,2020-11-25 22:26:01
12453,ajcvickers,milestoned,4040047042,2020-11-25 22:25:53
12453,ajcvickers,demilestoned,4040047041,2020-11-25 22:25:53
12379,ajcvickers,milestoned,4040046379,2020-11-25 22:25:35
12379,ajcvickers,demilestoned,4040046377,2020-11-25 22:25:35
12274,ajcvickers,milestoned,4040046069,2020-11-25 22:25:27
12274,ajcvickers,demilestoned,4040046068,2020-11-25 22:25:27
11835,ajcvickers,milestoned,4040045832,2020-11-25 22:25:20
11835,ajcvickers,demilestoned,4040045830,2020-11-25 22:25:20
11802,ajcvickers,milestoned,4040045084,2020-11-25 22:25:03
11802,ajcvickers,demilestoned,4040045083,2020-11-25 22:25:03
11500,ajcvickers,milestoned,4040044656,2020-11-25 22:24:49
11500,ajcvickers,demilestoned,4040044655,2020-11-25 22:24:49
10295,ajcvickers,milestoned,4040040899,2020-11-25 22:23:09
10295,ajcvickers,demilestoned,4040040896,2020-11-25 22:23:09
22047,ajcvickers,milestoned,4040036043,2020-11-25 22:21:01
22047,ajcvickers,demilestoned,4040036041,2020-11-25 22:21:01
23478,ajcvickers,labeled,4040028522,2020-11-25 22:17:35
23478,ajcvickers,closed,4040028019,2020-11-25 22:17:24
22341,ajcvickers,demilestoned,4040022925,2020-11-25 22:15:06
22341,JunTaoLuo,subscribed,4040022787,2020-11-25 22:15:01
22341,JunTaoLuo,mentioned,4040022784,2020-11-25 22:15:01
18179,smitpatel,labeled,4040006315,2020-11-25 22:07:54
18179,smitpatel,referenced,4040004902,2020-11-25 22:07:16
23405,smitpatel,unlabeled,4040000589,2020-11-25 22:05:24
23405,smitpatel,subscribed,4039954550,2020-11-25 21:46:19
23405,smitpatel,mentioned,4039954544,2020-11-25 21:46:19
22308,ajcvickers,referenced,4039949670,2020-11-25 21:44:20
20826,smitpatel,unassigned,4039943540,2020-11-25 21:41:47
20826,smitpatel,labeled,4039943461,2020-11-25 21:41:46
20826,smitpatel,unlabeled,4039943460,2020-11-25 21:41:46
20826,smitpatel,demilestoned,4039943265,2020-11-25 21:41:41
20826,smitpatel,closed,4039942977,2020-11-25 21:41:34
20826,smitpatel,marked_as_duplicate,4039942964,2020-11-25 21:41:34
21003,smitpatel,labeled,4039930059,2020-11-25 21:36:24
21003,smitpatel,referenced,4039930054,2020-11-25 21:36:24
23303,smitpatel,labeled,4039893115,2020-11-25 21:22:13
23303,maumar,subscribed,4039892674,2020-11-25 21:22:03
23303,maumar,mentioned,4039892669,2020-11-25 21:22:03
22165,AndriySvyryd,referenced,4039886696,2020-11-25 21:20:00
22165,AndriySvyryd,closed,4039886609,2020-11-25 21:19:58
23359,smitpatel,labeled,4039881465,2020-11-25 21:17:56
23359,AndriySvyryd,subscribed,4039881150,2020-11-25 21:17:50
23359,JeremyLikness,subscribed,4039881148,2020-11-25 21:17:50
23359,roji,subscribed,4039881144,2020-11-25 21:17:50
23359,maumar,subscribed,4039881143,2020-11-25 21:17:50
23359,smitpatel,subscribed,4039881139,2020-11-25 21:17:50
23359,ajcvickers,subscribed,4039881136,2020-11-25 21:17:50
23359,bricelam,subscribed,4039881134,2020-11-25 21:17:50
23405,smitpatel,labeled,4039875588,2020-11-25 21:15:37
23405,AndriySvyryd,subscribed,4039875132,2020-11-25 21:15:29
23405,JeremyLikness,subscribed,4039875131,2020-11-25 21:15:29
23405,roji,subscribed,4039875128,2020-11-25 21:15:28
23405,maumar,subscribed,4039875124,2020-11-25 21:15:28
23405,smitpatel,subscribed,4039875122,2020-11-25 21:15:28
23405,ajcvickers,subscribed,4039875118,2020-11-25 21:15:28
23405,bricelam,subscribed,4039875117,2020-11-25 21:15:28
23432,smitpatel,labeled,4039870092,2020-11-25 21:13:37
16428,smitpatel,referenced,4039857362,2020-11-25 21:08:53
23069,gongdao,subscribed,4039834315,2020-11-25 21:00:30
23069,gongdao,mentioned,4039834312,2020-11-25 21:00:30
23479,smitpatel,labeled,4039763987,2020-11-25 20:33:42
16454,AndriySvyryd,referenced,4039750525,2020-11-25 20:28:27
16454,AndriySvyryd,closed,4039750373,2020-11-25 20:28:24
23479,tgandersen,labeled,4039709624,2020-11-25 20:14:33
23312,smitpatel,closed,4039650047,2020-11-25 19:54:20
23339,xamadev,subscribed,4039539244,2020-11-25 19:17:23
23339,xamadev,mentioned,4039539243,2020-11-25 19:17:23
16454,AndriySvyryd,referenced,4039522697,2020-11-25 19:11:53
23478,Saibamen,labeled,4039450115,2020-11-25 18:49:06
23312,smitpatel,referenced,4039433304,2020-11-25 18:43:29
23475,ajcvickers,assigned,4039405613,2020-11-25 18:34:58
23475,ajcvickers,labeled,4039405515,2020-11-25 18:34:56
23475,ajcvickers,labeled,4039405513,2020-11-25 18:34:56
