group,elements
638,17605,f26e73b49bb47d5b0fbd906c0eecc1a36ca078c1,db02ebc88bc67f360019e854248333c7d4191bb0,9aeef958c6ba565b13c3ee3eeac39276fb9cdb2a,447cb033991c73da1ef8ada85433dd0b52c02fa5,249522036d01e8e4241ea85b5cb4abe6afe3f1b9,17cef4c4f9cdf999756b6463f4d84e9616e23d8c,8a03f60897fe99d9f0a914951cc717577536fab9,67ff64a38199d1cf3c7d21086035d89941b5e830,d49d3efd5d7832e8c599a1a34431b5c68650639a
639,17596,9adce0b6321e4bcc7ca40074b7d1293d3f0e8eb2
640,17609,3695d8704e522620e8f6e47ebdd26e567bac02fd
641,17600,2823ac5d95bd9558de0b164271968ac3cb2d6c58
642,17616,3d397805d4bb5764bc2e8e0da3c83d47c4b1f569
643,17612,79f5e6c288a542aa67a7626c0e6b7e873b6ba78d
644,17119,10ac2750e2b29c812e553778aa854e8653e0dadb
645,17610,c9b88b45fe65e8d1c463a4f173679ae8d155b8b8,e4c0b50dec5f90cdd369a842d577bab37ba059fb
646,17595,95cad2452622dcc7197bbc312d6b397172b4a313
647,17590,c6f71167a1f11dc4aa69960af7a8c7b1a0d489ba,c6f71167a1f11dc4aa69960af7a8c7b1a0d489ba
648,17620,744d77ea7f00d09f581ef9f6795d5422bc7da2ba,feca5e042d975b8ee20cc792b92a2640b07da60c
649,17583,fffb1201bdd14e18e19a3c61d0afe25a91a2d501
650,17517,27921fbbd06baadeb5fa07049c587e2a214d131f
651,17628,578e0df42f794e5d557d90f91bc4e922eddfa64c,cc28706e58e399d94ea00aa66c89a789f2a3c818,a4790c892deb1722fdec6fb370a4c4dc680932a8,16d1a2e6f124ca80875870841b0ce1a7c605673e
652,17507,5811404e55e7b61f747ea93226d506e2e3fc3210
653,17611,dc76a95aa9d266c0c9611408b00e63dfeca214b5
654,17624,a94dda5b5a88bcae61efc4c17274dc38cc5bad0a
655,17635,6ae336034290d14825ab8acb4b0385b9d69fa48a,a27aa7afd053c6a947d3205863aa196bde239193
656,17579,6b3aa3a05bb79ef9f6d450233da603583d0dcbf8
657,17636,1d043a31e7d207739f81b303b7ee2c79ed135859
658,17638,c9b7f767a8b419b314b5b7adefcce0727a61b7cb,ca72deed17918505422a6b0ca67201fcf7021af0
659,17639,dff84a2464f9d1ee191eb8f61750231855d16d92
660,17602,3648cb087b0b49c05300789a1bf5724d942ca174
661,17625,b484979aa9741673c2f820bdac7f5c925128ad9d
662,17642,0be756d6096e07bbd90350e6d5e5e536af031b53
663,17647,8b86349c2c91793619d0e3d7e8554fbcbbc01cf6
664,16785,95660271421cf6b4f3482a8411754c8208378a15
665,17648,dc8d55d4462216db4c3cb5f9eb3167fc6b746575
666,17623,170d33c35b76933c1d726922a7c40a9af5a6017d
667,17641,166fdf60b0eecb66e36ea744a75366fec9f92170
668,17631,b9f185b74a2ef4734364a220534b42a258bba5a6
669,17661,e9d68e9485611d47c3ad17f3b4d178089e68cab0
670,15894,4b9dc08ac19cfc3c451bba2fa7fefc7e31fc1ecc
671,17664,36539ed67fe6cfd0758814a90b5c7b4c0844ee86
672,17667,803c657b24b9110fe69a6df460807dfb1b7e72a1
673,17650,62ee01b36bbc2fbef85ffd456f71eabd2a254c2a
674,17671,ad385f98b36e230864b1751cbb660a593a64c43a
675,17677,d89b96a298ef75ef8bcd94bae122fba3a042277a,40c1cd357646dc8406b74f3888f8f6a4c10cfb7b,4888c49c26aa7b3239bebb2048e77ae33c800567
676,17674,8700c04b02ef2d84ac07db605f5151c716486297
677,17666,8131518bb12a059ffc71fa6c6030b103b5c6d35b
678,17673,137ffe8b7c18d8a153f9311a8b30b53139ee2073
679,17646,c0e237b7340a58384e191f7bdc6d954b9585330b
680,17678,6ecf9e87bae7ed60119edc197e45ba306d658652,deb3115b15db9aa87816e64edf118aeca5feb8bd,f3e30a0ad07c57b17469dd3a84bf4c382b12e230
681,17682,6630bcc67f904b257c90c4feec507a7a93a6b246
682,17683,237f210ea24cbc201b8746fb0003cf7bec8b97b0
683,17692,929a8a7fd836cc4d6d746c30d4ef1c5b73aed248
684,17411,cf8495e2f73a56770d5a9d876ab865485b4f353b
685,17695,db49be3cbb8a50c848afffa9efd0bf0cbc880bce
686,17654,b3b9960ed13a2f8e199bf4c32f9de92e9abf2f4b
687,17698,ebb4598096389468ec41b14947c46e795ddaef7d
688,17438,fdc6495a549fbd3a4b222b888a7a72ba7b65330c
689,17680,95743afa802ef737ec815506be6667e5379e7c19
690,17518,44e6226c31d8ffcae58f81350d71a728edecfe22
691,17706,6f73c2dab8b19237800f9150fac6368d15220f5b
692,17615,93b97d5582cf89d20f2deff9f6232402c30ce3bc
693,17721,3d4f44d85cd7ba09b1eab5be7adf7a6c4eeda967
694,17701,f477bce54866af7ef417057f141be5e08d0b920e
695,17722,104abd7fe7b7606392f9c80426b9f6b01a839242
696,17712,aa506ca1bb56251f8791cf7de2dba6c8f87f24b8
697,17711,1e8e3578310f5183ba692c125bfd85d596335ee0
698,17694,29ba75c154f74c4d2b623edd3d14e1e6c2171bcf
699,17729,e506008ebb7f309c0b0098f703b3d874c848da0d,965beadc1e8d1ade051726db17f819451fc0dff9
700,17691,1a6c092019877dacd33d57c104ac4cdf8933fd9b
701,17730,bda239f44ca8068c3a6d6cbcb10704c2387ad2f2
702,17738,0680073b878a9bbbda61be19b9c360f80a6ca156
703,17681,7b4b5e72d9ff818e64df21c4b82c9c5b0a01fdee
704,17736,0886ddb3a05f2241030f055ccbd0befc92cc1b7a
705,17742,3c84633c7c2d51b2629c8fbbbae77111edb976c3
706,17589,4bdacea237f2ae7ed444e0336dad503d9a0535ac
707,17740,2c56ac54c05b2fca5daa3629c337001c35fae40b
708,17749,9e6b57ce5a6cd025a29b1891add9f0aade316c01,b61263e994a326e3b3d302bca0194f73f0b6534e,d0d779b8d92bfce3bddc118b57f47a0c7c48b722,c1c483cef899cb1a7fb7c5202b98ffddec091375,fe69f5b699eacbaa2db14216388ead475cc462d1,4d579d00ff61b8713d6808c1fa7fb71472f0c4ee,fad91a1c1e09df85040f8772d91eb6a5369303b4,3948a065af512e9ac6298a68e98035b5ac1f4d3c
709,17744,71b78536adeff461bd04b60c37ce376efdaeb1dc
710,17732,8cc040296753de641f91aa0cf031b1af90bfe2c5
711,16949,2c22d0de2edb09cfb008e587c40ee525fbe3749c
712,17750,b924ffa5e02ec949dc7f05b74d852cdeaaa5e4b1
713,17754,8637912a99bf4dee59710444cdda25d428469319
714,17739,c0a9d6bf7622cebacd1c1d56a56db9b0a5edab20
715,17756,229d3cc09754a4ef83a345a491abe1c78e294f69
716,17759,771b5fb18d6aaec284ab0bf6456f09273fc038aa
717,17761,759a8c1847eedaa001620bcd79e12e25386b8f03
718,17723,23f2baa71ed905e3298c10189adec8134bc6ed7c
719,17753,68d142912d8a949c1874629391fb7d7b87fccd92
720,17369,d5b6cf33b3d2a89189be4e6bddcf0207e9887ecd
721,17607,5b0a822afb97375ba90e0a6bcab53b4b4755b2c1
722,17748,73b50890cc1fd2cb8ea4b7c209c03bfbd491359b
723,17757,ed2d5f69e0cf04242ac29dae851bf8ec38f2b651
724,17765,ae02b6677bb9d1149d8a9a9746eddcda2759cd01
725,17766,5bf661d7f9e5a4218fabfb87864525576aabb5b6
726,17767,e46f29313dd56443386ec37082886bbd6a9155eb,9664df7eb3fc13c3598d970cb8a248d6fb62e16f,d90030d2738dfc21dafa8de30d51b28bc83de0c3
727,17769,594bbbef2548f200a508a6574d0fa1567293b44c
728,17719,722c6f7dd59d235c2403c110869b74d8e63ac07d
729,17772,c256fc86b6c011bcce691dd6f9415660c58306c5
730,17662,9eb0bcae57b950dad2858ab52b849c4991d65742
731,17669,61811075cab8d76479f606b7ba52c08bc0e2e5b0
732,17670,2b4801d9f17a6484b03b62ef90bce4549e58fb4e
733,17660,8683fa6db798298d576c120dd9e1443cd3c5b6de
734,17715,8bceb40878f3ff21cf3e521d0fe987a8fd6f1326
735,17778,4728cec01fc490b850607a161342ee0927d5c057
736,17777,bd278dd00dd24b3e8c735a4220afa6cb3ba317ee
737,17773,eaf895f2d0ec8c6056ed6b4777579d2e08a8444d
738,16954,fe0f824db5fa1f3021aad6dc4a6eb428133d8a4e
739,17727,dd18ec40dd60e9cde7732436f843942cb51605af
740,17708,73431403c7e7525122526eae016f80e9d9398d3e
741,17781,a0fcc29d5d67cf4f2e70072294b2ba4751324226
742,17784,1d81534d27a01f23e0a75cee8097b565671080a1
743,17713,19a44cd32bbf4d993a0e833a76250e563828233f
744,17785,805c7f543617b5fcd6f09cd3cf19efb0caa72925
745,17795,25b7e6bd427f47ee08dbd2dd6333780da1ea97be
746,17802,2a108e958ffef1dd60833fe6b440324f8fc22f30,35d94dc8fffbaf04690a9fcf7f2d9d4680841c1a,3242b5f35422685c0454ccaed14c841ae520ca3a,1f2f9b929b59955b4dc80a10c71ea59118797cee,adcaf88db008fc8a97cd7b3a0ef008f1d00f4043,5645032fc69a149265d7d2a2cd92801eb9c4d1c7,c93801d4588dd3977a55a4bfc868319a69502ad4,00b0170bdc38d017bc792578e274608ece60f42d,d3fbf4a1d3ad98a73d57726bbb7be5a1d61abfff,3ceecb8db095f9be3348e61f9a5bdefed34c2646
747,17789,92dd4d3883603427639c017f7960c2b4ff890f43
748,17801,18dd48cad81592f66ce7d21a5293c76d69864501
749,17803,6785b275672cb562bb6d6e120087dc395937382c
750,17816,965efade8402cc28010fb81404e30e80992e6044
751,17827,e2ccdac3f48d2c7726a69bf813df6992badfae01
752,17758,0269f7b479f245c13b30c1b44cc91cc224c48b93
753,17782,b8fe43da3ed89337c51dfa8f4e07955ed204761d
754,17270,0c3ffb9cc9839a99b71e1c8dc2e85d462820a31c
755,17690,a6db160596bb987af11fb2844d51c9a3a7c73133
756,17847,0396037d31dacac06358faf30eb05d8e00b8b231
757,17838,27e6e812f14163d1cb6555803148947043065386
758,17852,4961d411e7f6a425c4b7fad86b72f02947f9c817
759,17844,2c20649539ac16e069a65f2a750c793eb341e50f
760,17856,b6e4ddd73c436ce23ae7036a7170f59b545e46b7
761,17857,058d157648f593f41a2afbf878c0f401ecb804b7
762,17866,9e00330af303bdc2b5f4ea2302e8bbcdfdc45524
763,17806,dadc3d3117535ec44b887b8390181beda7b75b31
764,17864,202cb6a6483019185db7e1f75929d7db0d319173
765,17862,6a5c44b15e65782cac21673cd33138a92a6b6207
766,17798,ecd67a91c4bbeef046f8521da93f106da8fc0191
767,17865,9e1d59b8cc402dfe9d96550a0c7226277c0b60c8
768,17859,0fed03ed63ed4ea742c4511d8edc3bc1c6f4044f
769,16832,cc137237d86b0553e844dc34c9a3cbc5b20782c0
770,17832,93e46c687b0f1b3bea7ecf362a667f3bd8b59fc5
771,17871,0d8037217302a15c83687dcd31e4136baf4f360f
772,17885,165e28ae97cc3bcac2f36484c74e8cd7c39ee9f1
773,17887,280e9d2423549d86686716f0818bcdbac9702ea1
774,17672,a3f4def8b6951fed5c248bd1875e90a7ab748d15
775,17892,004fd06b967e0d2fd0e28bc516e8e33fe8a75a21
776,17880,1ef7a298363799989bdfd08ef21bdcb367922c3b
777,17896,64e2864fef2615c61b2f9feacd18671ee68ab575,2f1e2f8132e355263acdef4542be107de759914c,e8d70c333fdff44a41c755f3c9d4a2ab74c7ffd5
778,17853,5d981c267981505f425826ae0a3cc79dd08ecde4
779,17894,f47b7bbf4f0d1a63accab932ec1c8c5fffb4cd3f
780,17898,10795da1c065c5349bf78ca4d39cfc7992fe5f7c
781,17900,b42845c56750747af754e57983fe51a6c85bac4e
782,17901,bdf4790fa061704a6e40d55c07b214961e5083cc
783,17893,836f45390628c0d05b45d7b27237634062b224a8
784,17911,8aa1cdfe178f462aa3bdcd787533b5def073b83d
785,17910,e437330808f6f7838eb025e0f46898d69b044823
786,17899,cd190481bdfae9d241e87f9701eeb821275b5a7c
787,17908,e917c950539b2226ae0a4f74c7ddd11312bba92b
788,17915,5b4cd5ce50e293548fd097622e41010807fcf2b8
789,16461,c4136ebd94567bb29557c94e7480e24fe72ffdac
790,17922,690af29ad904c2005f3d9387d7f875571fcf0fcd
791,17322,9dfeb545d5080192c2b1a7bcf1f87fd05e9c5375
792,17937,4c595069e72e6dc39e13c1e322087a502ea000c9
793,17913,167913524fd5029a4762d0b497a84739d7227fb3
794,17906,a0d79a4886e76b077f9377185945b959adb6fc8c,18ddc2e45dd08fe0257cd1c408571d67eaeb5f4a,c66c7814d0804aa6d5e018eff00b5e6d3da0dabd,9954579c2a348d0be86d3276fa3f772cde479ac6
795,17163,a73e7b8af24823bedcef424844b501b609e0dd37
796,17888,d62eed676e0ec3e694d4a70caf75128be035a5d3
797,17755,41ba5846b35cc27d2608348702a3b14ce86a5998,41ba5846b35cc27d2608348702a3b14ce86a5998
798,17653,5944e72d728ee1062568a1c4dcf7a2ce6f721bdf
799,17608,6145a397d60bfa2681ea5ce9088c4d0ac70131ed,6145a397d60bfa2681ea5ce9088c4d0ac70131ed
800,17834,3e369ba8c9a456d26679405e96d01ab285f697d9
801,17927,b6a351c330836dd59f1458beecda62de6cbee3e5
802,17751,abc75476d719b9d55cda60a6400be3fc92bca11a
803,17676,f135312b4467ae6b602747af2273a3f42fe61c45,f135312b4467ae6b602747af2273a3f42fe61c45
804,17731,7db23898467cc19ea24e3370d20b00e6e7f89381
805,17807,4a15e73429d5ac994ff7cd183c14bbce92806e6b,c3da0ad518537e8f912b94427c15143f7499408d
806,17557,b2817e6404d573e837e1d8c7e047135974a3b311
807,17905,0c3036abc701da73986f399e17124c2415c95c64,9c1cae02cac33cfa215611211932a4d4c78dcd5f
808,17943,e333f13710af0c3487bd55b3e8c4fdd4df4310e6,6360ccbfe31ebacdfb9e65ab05f8758513bb19be
809,17953,79db9b2a8776c5a19ab79b713726577c3d8bea16
810,17955,d6dea097ca199a17dc2a2122a293aff408e6cabb
811,17956,fde058518d4741f2db2aca3e01f0513fd151961f
812,17946,608c93643e98becb794e0ad53fb5e494224305d8
813,17960,9a18b6fd6fc4d2da86430ddfdb5ab58c2986d92b
814,17950,c92a96ccb5ad258e7b7e4f6f73e19a59814f32f5
815,17966,d1735a8356cd8a56c9382cca0b59ed2a301f3fcf
816,17965,6c0bfdc3f3d5855d27628112a505ba01bdfc4584
817,17968,4d0feffa42fd96a19985c239aaa85aa44142dc67
818,17969,ae4b678b94d7f2d18137fbdd9b4d105b8df684f6
819,17979,fffeb232394e2e762bb1d0f9ac67b808696379c6
820,17883,e2241969f56342ef1e38e730bf470a8df379e1aa,1b7c7e60758af9bee4d1d6993b1472b117d225a6,b77f757679ebf6aea39ce1a20d4f7d9d88ec35b2,376d3acb292ca878cb2bde8993b5ba4ddaaecc14,d33ce1c3ec6c477af5d28f3c1a3b5c29b2374cb0
821,17919,b0f0b14023c17bdd7e8a1bfe4cc044590b5bb491
822,17971,f13e6ba91ab184d90aa4ad05c72a30367656247e
823,17975,369806e3e6941f472c4d9d239ae76936ebe5aa39
824,17964,7356aedc77020cca65af4948dda3859cdb72b6e6
825,17963,3834be3d2242312a6284f89ed77b60ff8b2327ab
826,17974,865e955840cd7ec3d0eb4d32579109ce5f8c3869,865e955840cd7ec3d0eb4d32579109ce5f8c3869
827,17981,1454b010ae1165a0f2cf261b9420e32d1b52fdaf
828,17985,9bd1b2e065d8b1a8cfd21c8dc1821c89ad921eec
829,17967,d7f5a5fdfedf2caa1b8cb5995b3ab1cd3e1c7a09
830,17970,640ffa7a62a861b048fb311c0bdcb0a500336ad2
831,17986,a9a0a1e5b95a93cd3d3f73c8eeafe7e64da4acd8
832,17805,72aa81e9010088191328002da887035b793b56cb
833,17482,0370372ce346ca6949f40eb8be20c28854f74970
834,17990,a2f9fb77a3704049ffe5de32362029ece154ee4c
835,18000,a3c25e7b4f86b1bb202f80aa260942c6ccfc3a31
836,18004,8150a38dae6fbf60a8a5ffc20a1d07b911fbc31b
837,18013,ea0824cb2276ca756f667219ce44a135a0ff4318,5f58bb0959d6a50f8577e52b715f46185ab8e429,85826e5c2771d9b30dabde51f6fcce83988f4b7f
838,18002,174f2f6a70084eced80d4c0284b0a9eb2cf25432
839,17716,e7ef2f3d5fbbbc1c5da8f2fd87a37ad7a2b51013
840,18015,467d46f8abbd55c242b267771aa7575730a2a72c
841,18028,37ba834ee1a784322c29a60313c9315342f4de90
842,18016,91d3d63858550f38a10851d4ea45d656178947aa
843,18025,a79c4d11a4ce69c6a79ff21778bf308809d36988,a79c4d11a4ce69c6a79ff21778bf308809d36988
844,18024,b816189b947ab590e82509f6eb6130546927c988
845,18029,42c5ccc298c9b1b5f78781f5db4dab51ebacb522
846,18039,4e8ead7caf330dcc271fac38cdbf5b0ef90e2361
847,18031,83cac0306c65d7f124b898581bce3303f00a6cb0
848,18040,8511ae20f0ce5224b8c760eae4249b82cb703206
849,18042,59554712cc1e385dc73eb309cc810c08e28ef23f
850,18021,9d58bc1d12085f19ac2ba198c2bc4f9798810532
851,18053,92047c453ffe89dc8283c0705ddc8a7f457371b3,55a3c10e7235e2ace77a6dc502e9349568a68b7f,84839ab297e0e5e2e51744933e7e5d71bfa53db6
852,18043,4590bf6cac5ee74703a3f610ab9b02680f1e9ce5
853,18044,186f9cd8c4295f521df15c49911b46ac66522912,186f9cd8c4295f521df15c49911b46ac66522912
854,18038,a3fbb644938bdfe008796f281e958f7707069dfe
855,18055,5a5e092a53111153b50742f1d021da45c09288b3
856,17992,cc720b83aafbb84fe8f04add35aa44277710ee67
857,18041,e67673fac85d13882256893d1b61c08ca0fc13c6
858,18059,269d509e42c3a359746f017d46c57c44a3cf3b39
859,18018,ae9192f96febdb5ceea3b73d6aa226d601006371
860,17977,b99ea70e431abec1d0832a849a36cb93202307b7
861,18012,63f155ac46b1502280ce7c286d360e2a43b5798f
862,18058,a131e9bbb0ad41921bae42f1a44e7b4d2c337ba2
863,18057,12bc4717fd0885888f0b3d8795f56309ad0952e3
864,18072,121928d29ac1e0aebb80531b3ebcca1a9ffcd618
865,18048,3dabeddfc65e11ece3a4d089a2796f8da850c881
866,18050,d1db937e78834aac251ed78cb5d44e2d62c7df2a
867,18049,4be2a9a20763a232c94c9d0fcbcce877bd7c5474,4be2a9a20763a232c94c9d0fcbcce877bd7c5474
868,18076,74567a0a347c8c2dc91e2ca65defb5f50bed24e3
869,18032,a6c4eafee8a264ce786d00c6035b0acc7fa97a8b
870,18056,ed6b8024b0eb933d78ecc2e54bc8a798f868cf7e
871,18062,1462208991862fa795d36ec5df52eab938a4242e
872,17957,2befdcfa52c76584d750092ced62c1ea8bc570f8
873,18087,17bba9e7dd62d77732bf24f1bcef2013cb72eca9
874,18089,612f2a8e885bfe1618374509376c4da13ce83c4e
875,18069,3d83c7429ef9e66697b254c569d78f5da7cb5b42,3d83c7429ef9e66697b254c569d78f5da7cb5b42
876,18086,5cbb1f4be8a0434ad92c39dfcece15f51f920e5b
877,18090,4cefdcb7ce2d939ee78fb45d1b4913eb3bc064fd
878,16674,d1fc2ffa84c6237fa79ad0b8e873749b2d682ee0
879,18102,fd44435a84a1a963cbda97e1ff0fdb6e35e7d01a
880,18073,7704bd1b9260d0f6434ca02a2e7341f7c94113d8
881,18105,80b1e103cbb30be9a206ccaa012d68a3d0bc0ca4
882,18113,cd2e0e8f7a21150f98f4ee04d69e950356e87c3e
883,18112,ef422d9cb7bccd90b19f2cf22a7a4d34e26b79bb
884,17912,a778c46362503e44d7bea84543e4351462d335c5
885,18114,a65b7af6d5abf00d7be1f0e85c219657686e33c3
886,18107,d6d74e819f296196ba30421053fda6bf5a098eb6
887,18108,93c18d6fd18ec771d99f9f2cb75a6453123a6f89
888,18017,97dd6cf04c2dd62b7cdce2a96c8824b5f3e7280a
889,18124,8ae9708e8789e69f988b3a488116c960201bc787
890,18128,3142396c3c6a62f389420113129783bb156de399
891,18121,0e05bda2356e453e6ab5ae8745c86bddf82b9ce6
892,18130,256eda8c7f1d4d18578388284aa224c7b22df75a
893,18139,acc8c0c696a9a9eea9f68d9f78fdd7f5b39526c9
894,18142,3ddcbda8b665fce86e8a18be5d30a39029c01cf9
895,18152,079acc2fb872517f53f2349a4e77eb55ea3a7bd4
896,18135,fb67916c0f17ee5679eb679533ec7d49ff8f4eac
897,18157,7d88d4d5024869b8c66fee2836551513a85ad281
898,18151,6d9c1359ecd0de80f27a4301eb21c2d3f0c8b142
899,18035,a1e16d32734eadfc9beddf77e522e80cf5276a43
900,18141,88dde8b7634094bd24c9f32ac894912e4d073b9f
901,18165,f96ba075a1f1712c1c34e126870f9df89852ce3c
902,18164,620d7cf84d026417c0390bcef0b50acda6e0f40d
903,18161,51bc81919fea20c0a253d9c7f5d67ce4972bfeee
904,18167,1fe3d7eda6e7eaacd3b742823c97b04a13c37720
905,18162,943a2760ec6fafadd73cc59e1f4f40d5959842d7
906,18168,a93e4712ecdc3f35306c53377dbb5d22a80ae201
907,18170,9cefdf59adc59b085ff8cf187fabb17aa9a40737
908,18149,e391861c01f82dd81943b94d6131d34ce3e2b6bf
909,18163,0dc19600d120a5ea2731bbdbb82b067e87de65e7
910,18154,97bf0a1bcca8acecce6026d1f89d834461b03390
911,18159,64ad6460664615586883ac9ea5eb2ec478e85f18
912,18158,57c6b81b969d099953f77365dd566b9405f16887
913,18146,96fa4e8c6f7f166fa6adf3fa2f055ee0c2d66c31
914,18160,d2539babf4120cc206a62825d4055f688a849169
915,18143,7bc25cef6d4ec4b5bb443cc7e20259c4fea1e354
916,18169,2eca6a1e37b7a802630bf77ba592321dddf82c72
917,18166,13100439539433458675fabc37dda7e2feca55aa
918,18183,ea50ca48ba6194daab46f45346567a733b602585
919,18175,d0f27ce4feb07bdcf7958272e6e943eb2a2f0f7b
920,18184,15a8c2a7fa7de77a6a0d8225494998e29321471c
921,18081,b0e7a1e4f98757d97c7a958c701bb267bde8abf6
922,18190,6dc5295ed0ea8b55d46970e44c4dcd23dcda9e68
923,18177,e76fb5dbf92c34a944f6e3d5654a51661acbf6d8
924,18179,c454cb92eb62c0b2fbf22e8444366dcd9944f5c0
925,18199,afcafb6c5ef588fd67cb60860cfd65624a97ea73
926,18203,61a103f371120fb8be268b120e03aa9455e0f990
927,18197,84221f04b5ff1f5f6de69100494ae7cb3ba94975
928,18098,5562065e73276aa9faaeb08010930b945881ea8a
929,18208,ba6930404907825a71647ab4ea734c6b676f6717
930,18205,f8266639ead78a6ef726c57d02b3526411b0cc92,47199fede8d544804b63635269990b9ee1d46ee0
931,18212,ac1a12f9971fc7ba4f8f675af020dc18fd9d35ee
932,18101,e19914fe6991a93af3f4c0730f1399d7bb5f1f66
933,18036,de359d493081350aff7234ef8c3d507b75ef11a5
934,18219,9f5e38229e2a89baf129c072a21d516d598e510d
935,18214,6bf2c17f3446d826d81c127e3e0653ab84998383
936,18218,970d69571887c9c99e96610d02bf619742c046cc
937,18217,aa9227f7c8af76105ded6dbd62c1cf5ae76bc54b
938,18220,df3837eb7d56008400e029b43d52b78cdaec5523
939,18195,06673e723ec3d59b071a1b763680f252b71c5de4
940,18222,ed7432d98844f5638c4e381e2bd0ec5f0787b9dc
941,18230,f46d5fda1d91c665b45df94ff134024c842b15b7
942,18215,60f081c0778e21c4efc36bc5799896d2728b6ad9
943,18234,56f397bef3f6ac7b42f1004efd601aa97b37661b
944,18242,2ff93e4c7665327535d14ffe9ce1173c4571253b
945,18228,3891fe97d22995d386db0e95983d062f29a85f1d
946,18117,0beb9611dfc03c0486256205fc6ead3e876975e2
947,18129,e7b98d3587fddd51db69baddb370321cca521d60
948,18250,c8e19bec68962679553ad164145e9952180e3bf2
949,18251,83a898d25b8e0643080e141d2ee6cb9a82ecc7a1
950,18261,d6f3de3c4c8639b5052ffeed483b79193fb76a07
951,18246,5db64e27e938e216820868fa6251090a97a3ecf5,47bca852c19c3887d6e71a0c7e06e37c58703488
952,18264,cfba7c550fce4dd2bf7d2b4257546c313b28f1b1
953,18277,5c87445310d2acd5dd35584d123daa8ad20fa317
954,18269,57b6c8775b97f7a6996b608d2f8db8f808cd6062
955,18270,0f8aac3c62db53dc7073c6136664da7f5e184c8b
956,18223,b55d8f9700fed8520055bc1984c7060ec1a2f2a0
957,18252,166981268917e0c940df267163e254284083a7b5,04b9e5cb8fd156242dbc280c89b5c50b3b70d5d0,14b736e9426ad975c54a99e3f04af091af0d48c3,1587c49f5f593f9ca53ef5d46084c7b5c6b7d13a
958,18255,7ffcaaf59a9826a68233fa9671548c2ca492806a
959,18280,a1a4bcc49d9d4880f135a17fa3c6ad36b72e5483
960,18260,ffdffa54f2494cfdf390fabfc76e353fbe59405a
961,18293,28cae98ef060e3c94798cb02cdf0c680f761d6df,1c5a29508202267ebdb30ae99a283f919a87dd6b,e6c0cdae0ca94955c3c1e7083b3eb906a5824c3e,322ba565b6411153028ea95683dd575778733a66,ee5850a2b5b703b6bb18e5584f47da92a952d86a,f5e1bd3cdf07f914dad86377fab2b1bc6df08d61
962,18296,9719635e5896b1c929cb5310f400b713a8ddfac8
963,18308,61eb2be2e10c228c5915d90a90b52e7d410c0f25
964,18302,400fb9c2cb0a47948b27b78d154f91ac40e5491e
965,18310,6f248326465cb8c887f3c59672343155689faa79
966,18318,54703867754ae6be00d5b63dfb36a9413abfa53e
967,18309,e20956305e0b9fabade97f31e1712ea920381d3f,e20956305e0b9fabade97f31e1712ea920381d3f
968,18320,675f1eb32141fb0904b1499382ccca4b38c1e46a
969,18176,ff6294d2311932902a9e790bbcc79f109a602d0c
970,18332,52674e238a0ec22a318939e70eff279d8bd3bb13
971,18283,458d80002db5fadd8349eac0e9724ceec097d003
972,18272,33ca3d33e1994cabf9f9b19034624a3495bbc9cb
973,18316,c9036e755580c96a984daad55ff8dec11ff46b44
974,18278,11bf192d1a0de3ac9b48a3a26b0c5acc9b906d38,14a3add47f059ddd69a6f2a4e6d20d391e7c7017
975,18335,95101b19fc61319106945c79a95a3f42225e0716
976,18336,22afdb80e1b1921a66cb30c2a885bf0041cf67f1
977,18313,07fee8a91dbc172bacded9d2c7f7d158eb7c50f1
978,18340,3acab49ce7e0d530caf0aae1ded079c95ea77893,36e89d52d14f055750503a2e643b7dff901d9c4c,59a1eade7ce4fb79c56a47d043151fbdd5363b1b
979,18341,47424e34ae179a35f12d9137c2479c68bf249f97
980,18342,090e25ec2da954575b4faeb8ac129867011d13b2
981,17907,4c9e28b80afb29af526fd698b9922ed0a13531fb
982,18345,7236dadd32a6d36910051e21478f9281cca64ad8
983,18347,384db9e89053822a2d51cc19d7084ce75a636b37
984,17825,6a8ca2252b9e140949a73614d78ea327b111130e
985,18334,487dacce79f0191dd7275c40756e9ccb42fa7ff0
986,17884,adcd62248d8956ab4d512c5b970c867b7432887f
987,18325,0ccf503f0a315cf8e1ba6a4e40ceb7119e7e7282
988,16637,2129ac6c282560e3039a38de9ebbebcdfab6f149
989,18239,376c46bcf3bc101fba85a402914d60c6bda70e75
990,18284,b3ce5bfa887e4542b5360e51f2a8ae483b58e07a
991,18297,71070d34c80969a2c3bfca7209297e91b4932bba
992,18357,ec7f4c68f989d6ce037f7b03094826a131e40f46
993,18368,f3f11d10815d3f2f2272fe52e87e1caa34f0d69e
994,18367,3d4cd57a52ad6c0b0c5cff34294657ae7587ac4b
995,17644,6481e8f7a3f2ff1b23310446711179bc31789d7d
996,18372,aa87d3db6d981426ecca6e2637238c8a211689a8
997,18373,d0a3fb1b1b11624604f32b1f1a8ee136c55272ef
998,18377,e999846088bb4b05b2fa22234bd70fb42fd02a80
999,18376,d31f6ac4da42013f9f2173a31c633719177533e6
1000,18378,34dee0ea4e969d6d5b37cb842fc3b9f73f2dc2ae
1001,16993,e8d38961eedfc4d5575ec264483bbe9dbdd59282
1002,18206,5dbc923cb31e7bc5f9206655a5c47934ae6cb835
1003,18382,1178ab3a1a48dbc831ecd905a7d88bfd417e0d73
