group,oldest_pull,pulls_total,commits_total
1321,3588,1,9
1322,3592,1,1
1323,3594,1,1
1324,3692,1,26
1325,3601,1,4
1326,3603,1,2
1327,3591,1,7
1328,3608,1,4
1329,3609,1,1
1330,3600,1,1
1331,3775,1,8
1332,3635,1,1
1333,3624,1,1
1334,3633,1,1
1335,3646,1,2
1336,3649,1,1
1337,3653,1,1
1338,3657,1,6
1339,3642,1,1
1340,3643,1,1
1341,3658,1,1
1342,3647,1,1
1343,3667,1,1
1344,3674,1,1
1345,3678,1,1
1346,3689,1,4
1347,3625,1,1
1348,3724,1,9
1349,3690,1,2
1350,3677,1,1
1351,3694,1,1
1352,3702,1,1
1353,3709,1,1
1354,3698,1,1
1355,3684,1,1
1356,3697,1,1
1357,3837,1,4
1358,3729,1,2
1359,3741,1,1
1360,3663,1,1
1361,3735,1,2
1362,3813,1,6
1363,3721,1,1
1364,3881,1,39
1365,3747,1,1
1366,3749,1,1
1367,3725,1,3
1368,3743,1,1
1369,3762,1,1
1370,3770,1,9
1371,3758,1,1
1372,3790,1,3
1373,3791,1,2
1374,3793,1,2
1375,3779,1,1
1376,3809,1,1
1377,3811,1,2
1378,3812,1,1
1379,3820,1,1
1380,3843,1,9
1381,3834,1,1
1382,3836,1,1
1383,3838,1,1
1384,3823,1,1
1385,3840,1,1
1386,3842,1,1
1387,3844,1,1
1388,3845,1,1
1389,3849,1,4
1390,3850,1,1
1391,3708,1,1
1392,3852,1,1
1393,3855,1,1
1394,3858,1,1
1395,3862,1,1
1396,3865,1,1
1397,3868,1,1
1398,3872,1,1
1399,3871,1,1
1400,3867,1,1
1401,3875,1,4
1402,3853,1,1
1403,3750,1,1
1404,3878,1,1
1405,3902,1,3
1406,3883,1,2
1407,3956,1,26
1408,3884,1,1
1409,3889,1,1
1410,3893,1,1
1411,3897,1,1
1412,3903,1,1
1413,3919,1,2
1414,3907,1,1
1415,3920,1,2
1416,3946,1,4
1417,3895,1,1
1418,3925,1,1
1419,3930,1,1
1420,3932,1,1
1421,3891,1,1
1422,3933,1,1
1423,3918,1,1
1424,3934,1,2
1425,4046,1,132
1426,3936,1,1
1427,3937,1,2
1428,3942,1,1
1429,3955,1,7
1430,3958,1,2
1431,3975,1,7
1432,3943,1,1
1433,3945,1,3
1434,5344,1,60
1435,3816,1,1
1436,3954,1,1
1437,3965,1,1
1438,2950,1,5
1439,3964,1,1
1440,4082,1,2
1441,3974,1,1
1442,4099,1,28
1443,3981,1,11
1444,3971,1,1
1445,3988,1,1
1446,3991,1,3
1447,3957,1,1
1448,4000,1,1
1449,4007,1,1
1450,4008,1,1
1451,4011,1,1
1452,4013,1,1
1453,4015,1,1
1454,3983,1,1
1455,4029,1,1
1456,4036,1,1
1457,4056,1,2
1458,3982,1,1
1459,4063,1,1
1460,4064,1,1
1461,4065,1,1
1462,4070,1,1
1463,4049,1,2
1464,4066,1,1
1465,3986,1,4
1466,4086,1,1
1467,4088,1,3
1468,4091,1,4
1469,4107,1,1
1470,4111,1,1
1471,4118,1,3
1472,4116,1,1
1473,4117,1,3
1474,4120,1,3
1475,4207,1,29
1476,4124,1,1
1477,4143,1,1
1478,4145,1,1
1479,4147,1,2
1480,4260,1,3
1481,4152,1,1
1482,4155,1,1
1483,4159,1,2
1484,4165,1,3
1485,4168,1,2
1486,4169,1,1
1487,4092,1,1
1488,4173,1,2
1489,4142,1,1
1490,4180,1,1
1491,4181,1,5
1492,4186,1,1
1493,4187,1,2
1494,4188,1,1
1495,4193,1,1
1496,4194,1,1
1497,4199,1,1
1498,4205,1,1
1499,4201,1,1
1500,4204,1,1
1501,4209,1,2
1502,4210,1,1
1503,4184,1,3
1504,4213,1,1
1505,4212,1,1
1506,4215,1,1
1507,4216,1,1
1508,4217,1,3
1509,4198,1,3
1510,4258,1,24
1511,4218,1,1
1512,4226,1,1
1513,3870,1,2
1514,4229,1,1
